NoCell	NoD@ NA
129/Ola|CP stage cultures, Whole cell extract|cardiac precursors (CP)	PSC@ mESC derived cardiac cells
129/Ola|MES stage cultures, Whole cell extract|mesodermal cells (MES)	PSC@ mESC derived mesodermal cells
129/Ola|ESC stage cultures, Whole cell extract|embryonic stem cells (ESC)	PSC@ Embryonic Stem Cells
129/Ola|CM stage cultures, RNA Polymerase II|cardiomyocytes (CM)	PSC@ mESC derived cardiac cells
129/Ola|CP stage cultures, RNA Polymerase II|cardiac precursors (CP)	PSC@ mESC derived cardiac cells
129/Ola|MES stage cultures, RNA Polymerase II|mesodermal cells (MES)	PSC@ mESC derived mesodermal cells
129/Ola|CM stage cultures, H3K4me3|cardiomyocytes (CM)	PSC@ mESC derived cardiac cells
129/Ola|CP stage cultures, H3K4me3|cardiac precursors (CP)	PSC@ mESC derived cardiac cells
129/Ola|MES stage cultures, H3K4me3|mesodermal cells (MES)	PSC@ mESC derived mesodermal cells
129/Ola|ESC stage cultures, H3K4me3|embryonic stem cells (ESC)	PSC@ Embryonic Stem Cells
129/Ola|ESC stage cultures, H3K27me3|embryonic stem cells (ESC)	PSC@ Embryonic Stem Cells
129/Ola|CM stage cultures, H3K27ac|embryonic stem cells (ESC)	PSC@ Embryonic Stem Cells
129/Ola|CP stage cultures, H3K27ac|cardiac precursors (CP)	PSC@ mESC derived cardiac cells
129/Ola|MES stage cultures, H3K27ac|mesodermal cells (MES)	PSC@ mESC derived mesodermal cells
129/Ola|ESC stage cultures, H3K27ac|embryonic stem cells (ESC)	PSC@ Embryonic Stem Cells
FVBN|primary NPC culture|brain	Neu@ Neural progenitor cells
C57BL/6x 129|MEFs	EmF@ MEF
E14Tg2a|Mouse embryonic stem cells (E14)|embryonic stem cells	PSC@ Embryonic Stem Cells
C57BL/6|Pro-B cell|in vitro cultured Pro-B cells (4d)	Bld@ B-Lymphocytes
Gata1&amp;2KO mESC|ES cell derived day4 EB (embryoid body) Flk1+ mesodermal cells|Flk1+ mesodermal cells	PSC@ mESC derived mesodermal cells
C57BL/6 cebpa flox/flox|Haematopoietic progenitor cells|GMP_CebpaWT	Bld@ Hematopoietic Stem Cells
129/C57BL/6|Mouse embryonic day 11.5 (e11.5) midbrain|midbrain|e11.5	Emb@ Embryonic brains
C57BL/6|Embryonic cortex|Embryonic cortex|E11.5	Emb@ Embryonic brains
C57BL/6|CD4+ T cells_treatment with immobilized anti-CD3 mAb_Egr2_IP|CD4+ T cells	Bld@ CD4-Positive T-Lymphocytes
mixed C57Bl/6/129sv|T29 Ik1-ER cells treated with 4OHT|T29 Ik1-ER cells treated with 4OHT	Bld@ T29
C57BL/6J|primary CD4+ T cells from spleen and lymph nodes|in vitro polarized inducible regulatory cells for 3 days	Bld@ CD4-Positive T-Lymphocytes
BALB/c|Cohort of 4 BALB/c mice fed a high-fat diet and treated with liver agonist GW4064|liver|diet-induced obesity|obese	Liv@ Liver
BALB/c|Cohort of 4 BALB/c mice fed a normal diet and treated with liver agonist GW4064|liver|N/A|healthy	Liv@ Liver
BALB/c|Cohort of 4 BALB/c mice fed a normal diet and not treated with liver agonist GW4064|liver|N/A|healthy	Liv@ Liver
F9|F9_RBPJ_input|murine embryonic carcinoma cells; testicular teratoma	PSC@ F9
NIH3T3 fibroblasts|NIH3T3_POLIIS5P_LAT	EmF@ NIH/3T3
NIH3T3 fibroblasts|NIH3T3_POLIIS2P_LAT	EmF@ NIH/3T3
C2C12 cell-line|C2C12 myotubes|Myotube (MT)	Myo@ C2C12
NMuMG|NMuMG cells, TGF, day 20	Brs@ NMuMG
NMuMG|NMuMG cells, TGF, day 10	Brs@ NMuMG
NMuMG|NMuMG cells, TGF, day 7	Brs@ NMuMG
NMuMG|NMuMG cells, TGF, day 4	Brs@ NMuMG
NMuMG|NMuMG cells, TGF, day 1	Brs@ NMuMG
NMuMG|NMuMG cells, TGF, day 0	Brs@ NMuMG
BMiFLT3(15-3)|BMiFLT3 (15-3) cells|proB cells from a murine BCP-ALL	Bld@ B-Lymphocytes
C57BL/6|Klf3-/- murine embryonic fibroblasts, rescued with DBD-V5|MEFs	EmF@ MEF
C57BL/6|Klf3-/- murine embryonic fibroblasts, rescued with DL-V5|MEFs	EmF@ MEF
C57BL/6|Klf3-/- murine embryonic fibroblasts, rescued with Klf3-V5|MEFs	EmF@ MEF
C57Bl/6|mouse corneal epithelium|corneal epithelium	Oth@ Cornea
Mouse embryoid bodies|Mouse embryoid bodies|Vanderbilt University	PSC@ Embryoid Bodies
Mouse embryonic stem cells|Mouse embryonic stem cells|Vanderbilt University	PSC@ Embryonic Stem Cells
C57BL/6|splenic Plasmablasts|splenic Plasmablasts|CD138+	Bld@ Plasmablasts
C57BL/6|splenic B cells|splenic B cells|CD43-	Bld@ B-Lymphocytes
C57BL/6|whole testis 16dpp|testis	Gon@ Testis
C57BL6|cultured cortical neurons|cultured cortical neurons	Neu@ Cortical neuron
C57BL/6J mouse mammary gland|mammary gland	Brs@ Mammary glands
F9|F9+RA cells|Embryonic carcinoma cell line|Differentiated into primitive endoderm-like cells	PSC@ F9
polII ChIP-seq|ES-derived neural progenitor cells|embryonic stem cells	PSC@ mESC derived neural cells
wdr5 ChIP-seq|ES-derived neural progenitor cells|embryonic stem cells	PSC@ mESC derived neural cells
phf20 ChIP-seq|ES-derived neural progenitor cells|embryonic stem cells	PSC@ mESC derived neural cells
control sample|ES-derived neural progenitor cells|embryonic stem cells	PSC@ mESC derived neural cells
FVB/N|Luminal cells	Brs@ Luminal cells
FVB/N|Luminal progenitor cells	Brs@ Luminal cells
FVB/N|mammary gland|Luminal progenitor cells	Brs@ Mammary glands
OS25|derived from E14s, with the addition of hygromycin-thymidine kinase into the Oct4 locus. E14s are derived from strain 129/Ola mice.|differentiated ES cells	PSC@ mESCs, differentiated
OS25|derived from E14s, with the addition of hygromycin-thymidine kinase into the Oct4 locus. E14s are derived from strain 129/Ola mice.|embryonic stem cells	PSC@ Embryonic Stem Cells
C57BL/6|Mouse Embryonic Fibroblasts|Fibroblasts|E13.5	EmF@ MEF
CD-1|HfSCs_NFIB_ChIPSeq|Hair follicle stem cells (HfSCs)|Mouse back skin|integrin 6 and CD34	Epd@ Hair Follicle
CD-1|HfSCs_input DNA|Hair follicle stem cells (HfSCs)|Mouse back skin|integrin 6 and CD34	Epd@ Hair Follicle
Mammary glands of 10-week-old wildtype mice treated with E+EP6h, input|mammary gland	Brs@ Mammary glands
Mammary glands of 10-week-old wildtype mice treated with E+EP6h, PR ChIP|mammary gland	Brs@ Mammary glands
C57BL/6:129 SvJae F1|Day2 differentiating rtta ESCs, H3 ChIP|Day2 differentiating rtta ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating rtta ESCs, H3K27Ac ChIP|Day2 differentiating rtta ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating Teto-Brn2 ESCs, H3 ChIP|Day2 differentiating Teto-Brn2 ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating Teto-Brn2 ESCs, H3K27Ac ChIP|Day2 differentiating Teto-Brn2 ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating rtta ESCs, WCE|Day2 differentiating rtta ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating rtta ESCs, Sox2 ChIP|Day2 differentiating rtta ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating rtta ESCs, Brn2 ChIP|Day2 differentiating rtta ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating Teto-Brn2 ESCs, WCE|Day2 differentiating Teto-Brn2 ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating Teto-Brn2 ESCs, Sox2 ChIP|Day2 differentiating Teto-Brn2 ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Day2 differentiating Teto-Brn2 ESCs, Brn2 ChIP|Day2 differentiating Teto-Brn2 ESCs	PSC@ mESCs, differentiated
C57BL/6:129 SvJae F1|Embryonic stem cells, WCE|embryonic stem cells (ESCs)	PSC@ Embryonic Stem Cells
C57BL/6:129 SvJae F1|ES-derived neural progenitor cells, Sox2 ChIP|ES-derived neural progenitor cells (NPCs)	PSC@ mESC derived neural cells
C57BL/6:129 SvJae F1|ES-derived neural progenitor cells, Brn2 ChIP|ES-derived neural progenitor cells (NPCs)	PSC@ mESC derived neural cells
C57BL/6|MEF|mouse embryonic fibroblasts|embryonic day 12.5	EmF@ MEF
R1|mouse ES cells, shMLL4, H3K4me3 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
R1|mouse ES cells, shluc control, H3K4me3 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shH2A.Z, Oct4-ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shH2A.Z, Suz12 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shH2A.Z, RbBP5 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shH2A.Z, H3K27me3 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shH2A.Z, H3K4me3 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shluc control, Oct4-ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shluc control, Suz12 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shluc control, RbBP5 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shluc control, H3K27me3 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
CMTi-1|mouse ES cells, shluc control, H3K4me3 ChIP|embryonic stem cells	PSC@ Embryonic Stem Cells
MAST|Mast cell	Bld@ Mast Cells
mouse_E13.5_HL|hindlimb autopod|gestational day E13.5	Emb@ Embryonic limb
mouse_E13.5_FL|forelimb autopod|gestational day E13.5	Emb@ Embryonic limb
mouse_E12.5_HL|hindlimb autopod|gestational day E12.5	Emb@ Embryonic limb
mouse_E12.5_FL|forelimb autopod|gestational day E12.5	Emb@ Embryonic limb
C57BL/6J|mouse_E13.5_HL|hindlimb autopod|gestational day E13.5	Emb@ Embryonic limb
C57BL/6J|mouse_E13.5_FL|forelimb autopod|gestational day E13.5	Emb@ Embryonic limb
C57BL/6J|mouse_E12.5_HL|hindlimb autopod|gestational day E12.5	Emb@ Embryonic limb
C57BL/6J|mouse_E12.5_FL|forelimb autopod|gestational day E12.5	Emb@ Embryonic limb
pure C57 background|ES cell|mouse ES cell	PSC@ Embryonic Stem Cells
primary megakaryocytes|primary megakaryocytes	Bld@ Megakaryocytes
CD1|Mature granulocytes|Mature granulocytes|liver	Bld@ Granulocytes
CD1|Mature Erytrhoid|Mature Erytrhoid|liver	Bld@ Erythroblasts
C57BL/6|Th17 cells|Differentiated CD4+ T cells from lymph nodes and spleen (Th17 conditions: 4 days anti-CD3 (2ug/ml), anti-CD28 (5ug/ml), IL-6 (20ug/ml), IL-1b (10ug/ml), TGF-b (1ug/ml), anti-IFN-g(10ug/ml) after performed a mouse IL-17 secretion assay (Miltenyi, 130-094-212)	Bld@ Th17
C57BL/6|Th1 cells|Differentiated CD4+ T cells from lymph nodes and spleen (Th1 conditions: 7 days anti-CD3 (10ug/ml), anti-CD28 (2ug/ml), IL-12 (5ug/ml), anti-IL-4 (10ug/ml)	Bld@ CD4-Positive T-Lymphocytes
C57BL/6|CD27-CCR6+ gd T cells|primary cells (Lymph node and spleen)	Bld@ T-Lymphocytes
C57BL/6|CD27+ gd T cells|primary cells (Lymph node and spleen)	Bld@ T-Lymphocytes
MC3T3-E1|MC3T3-E1 cells differentiated for 15 days	Bon@ MC3T3-E1
C57BL/6|Rag1 -/- with TCRb transgene, thymocytes|CD4+CD8+ (DP) thymocytes	Bld@ CD4 CD8 double positive cells
C57BL/6|Rag1 -/- CD4-CD8- (DN) thymocytes|CD4-CD8- (DN) thymocytes	Bld@ CD4 CD8 double negative cells
Primary bone marrow-derived macrophages, IL4 for 24hrs, H3K4me1 ChIP|bone marrow-derived macrophages (7th day of differentiation)	Bld@ Macrophages
Primary bone marrow-derived macrophages, IFNg for 24hrs, H3K4me1 ChIP|bone marrow-derived macrophages (7th day of differentiation)	Bld@ Macrophages
Primary bone marrow-derived macrophages, no treatment, Stat1 ChIP|bone marrow-derived macrophages (7th day of differentiation)	Bld@ Macrophages
Primary bone marrow-derived macrophages, IFNg for 4hrs, H3K27ac ChIP|bone marrow-derived macrophages (7th day of differentiation)	Bld@ Macrophages
Primary bone marrow-derived macrophages, IFNg for 4hrs, PU.1 ChIP|bone marrow-derived macrophages (7th day of differentiation)	Bld@ Macrophages
Primary bone marrow-derived macrophages, IFNg for 4hrs, H3K4me1 ChIP|bone marrow-derived macrophages (7th day of differentiation)	Bld@ Macrophages
Primary bone marrow-derived macrophages, IL4 for 4hrs, PU.1 ChIP|bone marrow-derived macrophages (7th day of differentiation)	Bld@ Macrophages
ES cell line E14|Embryonic stem cells|Pluripotent ES cells	PSC@ Embryonic Stem Cells
E14Tg2A|IgG_ChIPSeq|embryonic stem cells	PSC@ Embryonic Stem Cells
E14Tg2A|Phf19_ChIPSeq|embryonic stem cells	PSC@ Embryonic Stem Cells
intestinal villus cells|differentiated villus cells|proximal intestinal epithelium	Dig@ Intestinal villus
intestinal Lgr5(hi) stem cells|Lgr5(hi) stem cells|proximal intestinal epithelium	Dig@ Intestinal stem cells
TReg-Activated|C57BL/6|TReg-Activated|Activated primary T regulatory cells, isolated ex vivo|Adult 8 weeks	Bld@ T-Lymphocytes, Regulatory
3134|RIII|3134|Mammary|Immortal cells	Brs@ 3134
T-Naive|C57BL/6|T-Naive|Naive T cells: CD4+, CD25-|Adult 8 weeks	Bld@ CD4-Positive T-Lymphocytes
B-cell_(CD19+)|C57BL/6|B-cell_(CD19+)|B Cell , CD19+|Adult 8 weeks	Bld@ B-Lymphocytes
Retina|C57BL/6|Retina|Retina|Newborn 1 day	Oth@ Retina
ES-CJ7|129S1/SVImJ|ES-CJ7|ES-cells were originally isolated from 129S1/SVImJ mice by Swiatek PJ et al. in 1993 (Perinatal lethality and defects in hindbrain development in mice homozygous for a targeted mutation of the zinc finger gene Krox20. Swiatek PJ, Gridley T. Genes Dev. 1993 Nov,7(11):2071-84.)|Embryonic day 0 (stem cell)	PSC@ Embryonic Stem Cells
NIH-3T3|NIH/Swiss|NIH-3T3|fibroblast|Immortal cells	EmF@ NIH/3T3
A20|BALB/cAnN|A20|B cell lymphoma line derived from a spontaneous reticulum cell neoplasm|Immortal cells	Bld@ A20
416B|B6D2F1/J|416B|myeloid progenitor cells, CD34+|Immortal cells	Bld@ 416B
WholeBrain|C57BL/6|WholeBrain|Whole Brain|Adult 8 weeks	Neu@ Brain
THelper-Activated|C57BL/6|THelper-Activated|Activated primary CD4 effector cells, isolated ex vivo|Adult 8 weeks	Bld@ CD4-Positive T-Lymphocytes
TReg|C57BL/6|TReg|Regulatory T cells CD4+,CD25+|Adult 8 weeks	Bld@ CD4-Positive T-Lymphocytes
C57BL/6|Th2 polarized cells|Nave T-cells from spleen under Th2 polarizing conditions	Bld@ Th0
islet|pancreatic islet	Pan@ Islets of Langerhans
C57BL/6|Bone marrow derived dendritic cells stimulated with LPS|Bone marrow derived dendritic cells stimulated with LPS for 6hrs	Bld@ Dendritic Cells
C57BL/6|Th0 polarized cells|Nave T-cells from spleen activated by anti-CD3 and anti-CD28	Bld@ Th0
Treg Input|Foxp3-positive CD4+ T cells|Primary Mouse T cells isolated ex-vivo and sorted	Bld@ CD4-Positive T-Lymphocytes
C57BL/6J|primary CD4+ T cells from spleen and lymph nodes|in vitro polarized T helper2 cells for 5 days with Gata3 overexpression	Bld@ CD4-Positive T-Lymphocytes
C57BL/6J|primary CD4+ T cells from spleen and lymph nodes|in vitro polarized T helper2 cells for 5 days with control vector.	Bld@ CD4-Positive T-Lymphocytes
C57BL/6J|primary CD4+ T cells from spleen and lymph nodes|in vitro polarized T helper1 cells for 5 days with control vector	Bld@ CD4-Positive T-Lymphocytes
32D granuolocytic progenitor cells (bone marrow)|32D granuolocytic progenitor cells (bone marrow)	Bld@ Granulocytes
E36|129/Ola|E36 ES cells	PSC@ Embryonic Stem Cells
HBG3|Day2+8hrs post-RA exposure	PSC@ mESC derived neural cells
ctrl.2, 2i|embryonic stem cell	PSC@ Embryonic Stem Cells
Trim24-/- mouse|liver	Liv@ Liver
Wild-type 129/SV mouse|liver	Liv@ Liver
E14 129P2/OlaHsd|Differentiated mouse ES cells|mixed differentiated cell population derived from mouse ES cells after 4.5 days in vitro differentiation induced by retinoic acid	PSC@ mESC derived neural cells
Ainv15 (ATCC SCRC-1029) with Dox-inducible Cdx2-V5 construct|motor neurons (Day 5)	PSC@ mESC derived neural cells
Ainv15 (ATCC SCRC-1029) with Dox-inducible Cdx2-V5 construct|progenitor motor neurons (Day 4)	PSC@ mESC derived neural cells
129/Ola|E14 ES cells|E14 ES cells	PSC@ Embryonic Stem Cells
Myeloid progenitor cell line Tot2 (derived from Irf8 knockout mouse)|Tot2 cells, MSCV transuced, Day3	Bld@ Tot2
Quiescent B cells|Quiescent B cells|spleen	Bld@ B-Lymphocytes
Total thymocytes, input|T cell progenitors	Bld@ T-Lymphocytes
Pde6b (rd1/rd1) mutant mice|retina|retina|P15	Oth@ Retina
Pde6b (rd1/rd1) mutant mice|retina|retina|PN7	Oth@ Retina
Pde6b (rd1/rd1) mutant mice|retina|retina|PN1	Oth@ Retina
Pde6b (rd1/rd1) mutant mice|retina|retina|E17	Oth@ Retina
pre-B cell line B3|Input data from Wildtype B3 Cells	Bld@ B3
pre-B cell line B3|ChIP-Seq data from HA-Ikaros transduced B3 cells using Anti-haemagglutinin (HA)	Bld@ B3
pre-B cell line B3|ChIP-Seq data from Wildtype B3 Cells using Rabbit anti-C-terminal Ikaros antibody	Bld@ B3
C57BL/6|embryonic fibroblasts	EmF@ MEF
Mature B|Lymph Nodes	Bld@ B-Lymphocytes
Ainv15 (ATCC SCRC-1029) with Dox-inducible Ngn2.Isl1.Phox2a-V5 construct|induced cortical motor neurons (Day4 iNIP differentiation)	PSC@ mESC derived neural cells
3.2N Menin-null Embryonic Stem Cells|ES cells were differentiated into pancreatic islet-like endocrine cells (PILECs)	PSC@ mESC derived pancreatic cells
TC1 Embryonic Stem Cells|ES cells were differentiated into pancreatic islet-like endocrine cells (PILECs)	PSC@ mESC derived pancreatic cells
3.2N Menin-null Embryonic Stem Cells|ES cell	PSC@ Embryonic Stem Cells
TC1 Embryonic Stem Cells|ES cell	PSC@ Embryonic Stem Cells
E14|E14 mouse embryonic stem cells	PSC@ Embryonic Stem Cells
Resting T cells, conconavalin A (conA) activation for 14hrs|Resting T cells|spleen	Bld@ T-Lymphocytes
Resting T cells, conconavalin A (conA) activation for 4hrs|Resting T cells|spleen	Bld@ T-Lymphocytes
C2C12|C2C12, DAPT 24h, RBP-J 1F1 ChIP	Myo@ C2C12
C2C12|C2C12, Delta 24h, RBP-J 1F1 ChIP	Myo@ C2C12
C2C12|C2C12, DAPT 6h, RBP-J 1F1 ChIP	Myo@ C2C12
C2C12|C2C12, Delta 6h, RBP-J 1F1 ChIP	Myo@ C2C12
C57BL/6 / sv129sv|B cell enriched splenocytes from KAP1 KO mouse|B cell enriched splenocytes	Bld@ B-Lymphocytes
In-vitro cell culture of NIH_3T3 cell|3T3 cell line	EmF@ NIH/3T3
Whole Brain|Adult whole brain	Neu@ Brain
129|asynchrnous G1E-ER4+E2 cells|Rescued subline of G1E  expressesing a Gata1-estrogen receptor (ER) transgene; recapitulates erythroid differentiation after induction by estradiol treatment for 24hr.	Bld@ G1E
129|mitotic G1E-ER4+E2 cells|Rescued subline of G1E  expressesing a Gata1-estrogen receptor (ER) transgene; recapitulates erythroid differentiation after induction by estradiol treatment for 24hr.	Bld@ G1E
Chromatin IP against H2Bub|V6.5 embryonic stem cells	PSC@ Embryonic Stem Cells
129-M2rtTA|APC H3K4me2 ChIPseq|mouse adipose progenitor cells	Adp@ Adipose progenitor cells
129-M2rtTA|HPC-iPSC H3K4me2 ChIPseq|HPC-derived induced pluripotent stem cells	PSC@ iPS cells
129-M2rtTA|MEF-iPSC H3K4me2 ChIPseq|MEF-derived induced pluripotent stem cells	PSC@ iPS cells
129-M2rtTA|APC H3K4me3 ChIPseq|mouse adipose progenitor cells	Adp@ Adipose progenitor cells
129-M2rtTA|HPC-iPSC H3K4me3 ChIPseq|HPC-derived induced pluripotent stem cells	PSC@ iPS cells
129-M2rtTA|MEF-iPSC H3K4me3 ChIPseq|MEF-derived induced pluripotent stem cells	PSC@ iPS cells
129-M2rtTA|APC H3K27me3 ChIPseq|mouse adipose progenitor cells	Adp@ Adipose progenitor cells
129-M2rtTA|HPC-iPSC H3K27me3 ChIPseq|HPC-derived induced pluripotent stem cells	PSC@ iPS cells
129-M2rtTA|MEF-iPSC H3K27me3 ChIPseq|MEF-derived induced pluripotent stem cells	PSC@ iPS cells
129-M2rtTA|APC input DNA|mouse adipose progenitor cells	Adp@ Adipose progenitor cells
129-M2rtTA|HPC input DNA|mouse hematopoietic progenitor cells	Bld@ Hematopoietic Stem Cells
129-M2rtTA|HPC-iPSC input DNA|HPC-derived induced pluripotent stem cells	PSC@ iPS cells
129-M2rtTA|MEF-iPSC input DNA|MEF-derived induced pluripotent stem cells	PSC@ iPS cells
CD-1 (Charles River)|liver tissue	Liv@ Liver
Suz12 ChIP in RESTko NP cells|Neuronal Progenitor (NP) Cells	PSC@ mESC derived neural cells
Suz12 ChIP in wildtype NP cells|Neuronal Progenitor (NP) Cells	PSC@ mESC derived neural cells
Recombinant inbred B6 x 129|Nkx3-1_HET_ChIP-Seq|whole prostate	Prs@ Prostate
Recombinant inbred B6 x 129|Nkx3-1_WT_ChIP-Seq|whole prostate	Prs@ Prostate
C57BL/6|splenic B cells|adult	Bld@ B-Lymphocytes
C57BL/6|splenic B cells	Bld@ B-Lymphocytes
C57BL/6|FO B|Lymph Node	Bld@ B-Lymphocytes
C57BL/6 x 129 Sv|Chromatin IP against SA1|Mouse Embryonic Fibroblasts (MEF)|E12.5	EmF@ MEF
C57BL/6 x 129 Sv|Chromatin IP against SMC3|Mouse Embryonic Fibroblasts (MEF)|E12.5	EmF@ MEF
C57BL/6J|embryonic hindlimb bud|hindlimb bud|gestational day E11.5	Emb@ Embryonic limb
C57BL/6J|embryonic forelimb bud|forelimb bud|gestational day E11.5	Emb@ Embryonic limb
C57Bl/6J|Anti-H3K4me3 B6_testis_ChIP-Seq|testis	Gon@ Testis
B6;129P2-Prdm9tm1Ymat/J|Anti-DMC1 Prdm9-/-_testis_SSDS|testis	Gon@ Testis
B10.F-H2pb1/(13R)J X B11.S-H2t4/(9R)/J|Input DNA with Kinetic Enrichment_testis_SSDS|testis	Gon@ Testis
C57BL/6|Cardiac progenitor cells, YYI ChIP|ES-derived cardiac progenitor cells (CPCs)	PSC@ mESC derived cardiac cells
MEF_STAT5-OE-GH-IP|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
MEF_STAT5-OE-IP|mouse embryonic fibroblasts (MEFs)|12.5-13.5-day fetuses	EmF@ MEF
129/Ola|neuronal progenitor cells|NPC derived from the coresponding ES cells	PSC@ mESC derived neural cells
129/Ola|embryonic stem cells|BirA-expressing IB10 (E14 ES cell subline)	PSC@ Embryonic Stem Cells
T-ALL mnase input|Notch1-IC over-expressing tumors (T-ALL)	Bld@ T-ALL
T-ALL H3K9ac|Notch1-IC over-expressing tumors (T-ALL)	Bld@ T-ALL
T-ALL H3K4me3|Notch1-IC over-expressing tumors (T-ALL)	Bld@ T-ALL
T-ALL H3K27me3|Notch1-IC over-expressing tumors (T-ALL)	Bld@ T-ALL
DP mnase input|CD4+/8+ Double Positive (DP) cells	Bld@ CD4-Positive T-Lymphocytes
DP H3K9ac|CD4+/8+ Double Positive (DP) cells	Bld@ CD4-Positive T-Lymphocytes
DP H3K4me3|CD4+/8+ Double Positive (DP) cells	Bld@ CD4-Positive T-Lymphocytes
DP H3K27me3|CD4+/8+ Double Positive (DP) cells	Bld@ CD4-Positive T-Lymphocytes
KH2 mES|C57BL/6 (female)  x 129/S (male)	PSC@ Embryonic Stem Cells
129/Ola|Embryonic Stem cells|ES-cells|Chromatin IP against H3K9me3	PSC@ Embryonic Stem Cells
C57BL/6 * 129|Embryonic Stem cells|ES-cells|Chromatin IP against H3K9me3	PSC@ Embryonic Stem Cells
129/Ola|Embryonic Stem cells|ES-cells|Chromatin IP against H3K27me3	PSC@ Embryonic Stem Cells
129xC57BL6 mixed background|H3K4me2 ChIP-Seq in Cdx2-Hnf4a D KO mouse villus cells|Mouse villus	Dig@ Intestinal villus
129xC57BL6 mixed background|CDX2 ChIP-Seq in WT mouse villus cells|Mouse villus	Dig@ Intestinal villus
C57BL/6|myeloblastic cell lines transformed with an MSCV-based retrovirus expressing untagged Hoxa9 and untagged Meis1|myeloblastic cell lines transformed with an MSCV-based retrovirus expressing untagged Hoxa9 and untagged Meis1	Bld@ Myeloid Cells
C57BL/6|myeloblastic cell lines transformed with an MSCV-based retrovirus expressing HA-Hoxa9 and Flag-Meis1|myeloblastic cell lines transformed with an MSCV-based retrovirus expressing HA-Hoxa9 and Flag-Meis1	Bld@ Myeloid Cells
