SRA	SRX	MGI	old	new
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX1002675	EEC16|endometriosis epithelial cell line|endometriosis epithelial cells	EEC16|endometriosis epithelial cell line|endometriosis epithelial cells
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX092455	IB4|IB4 cells|EBV immotalized lymphocyte	Bld@ IB4?0
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX088953	Primary Cell|CD15 Primary Cells|none|CD15+	Bld@ CD15 Granulocytes?0
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX088919	Primary Cell|CD25- CD45RA+ naive|presumed normal|CD4+ T cell	Bld@ CD4-Positive T-Lymphocytes?3
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX088843	Primary Cell|CD25- CD45RO+ mem|presumed normal|CD4+ T cell	Bld@ CD4-Positive T-Lymphocytes?3
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX088704	hES I3 TESR|Cell Line|embrionic stem cell|none|undifferentiated	PSC@ hESC I3?0
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX088682	hiPS-15b|Cell Line|induced pluripotent cells|none|undifferentiated	PSC@ iPS cells?0
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX062425	H3K9/K14ac_ChIPSeq|primary Human Aortic Endothelial cells (HAEC)	CDV@ HAEC?1
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX040563	HeLa cell line|HeLa cell line	Utr@ HeLa?1
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX029438	Megakaryocytes|megakaryocytes cultured from cord blood CD34-positive cells	Bld@ CD34+?0
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX027495	NEC|Neuroectodermal sphere cells (NEC) derived from H9 ESC	PSC@ hESC derived neural cells?0
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX018282	T98G|Human glioblastoma T98G cells	Neu@ T98G?1
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX017005	HeLa S3|HeLa S3 cell line	Utr@ HeLa?1
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX014765	APL cells _pz164	Bld@ Leukemia, Myeloid?3
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX010891	H1 (WA01)|Cell Line|NA|None|undifferentiated	PSC@ hESC H1?0
6	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX005388	memory CD8 T cells	Bld@ CD8-Positive T-Lymphocytes?3
6	6	http://www.ncbi.nlm.nih.gov/sra?term=ERX645729	tumor associated macrophage	tumor associated macrophage
6	6	http://www.ncbi.nlm.nih.gov/sra?term=ERX432314	U2OS|human osteosarcoma cell	U2OS|human osteosarcoma cell
6	6	http://www.ncbi.nlm.nih.gov/sra?term=ERX329698	NA11840|lymphoblastoid cell	Bld@ NA11840?0
6	6	http://www.ncbi.nlm.nih.gov/sra?term=ERX306459	LoVo|epithelial|colon; derived from metastatic site: left supraclavicular region	Dig@ LoVo?1
3	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX062366	Primary Tissue|fetal heart|UW|None	CDV@ Heart?3
2	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX347193	DLD1|Cultured cells	Dig@ DLD-1?1
2	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX219988	LNCaP|LNCaP cells	Prs@ LNCAP?1
2	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX107349	HeLa cells|HeLa cells	Utr@ HeLa?1
2	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX054456	THP-1|THP-1 cells	Bld@ THP-1?1
2	6	http://www.ncbi.nlm.nih.gov/sra?term=ERX025732	hepatocytes|liver	Liv@ Hepatocytes?3
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX958212	HEK293T|HEK293T_ILIRN_TVP64 cell line	HEK293T|HEK293T_ILIRN_TVP64 cell line
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX747571	Kasumi-1|Kasumi-1_ChIP|myeloblast|peripheral blood	Kasumi-1|Kasumi-1_ChIP|myeloblast|peripheral blood
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX684262	HEK 293|Cell culture	HEK 293|Cell culture
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX648241	Ls174T|Ls174T cells	Dig@ LS-174T?1
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX644403	DU145|DU145 Prostate cancer cell line	Prs@ DU 145?1
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX539644	HMEC|HMEC	Brs@ HMEC?1
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX451040	CyT49|hESC|Undifferentiated hESCs	PSC@ hESC Cyt49?0
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX317569	MRC-iPS-25	PSC@ iPS cells?0
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX190768	Primary Tissue|Small Intestine|N/A|iron deficiency, bipolar	Dig@ Intestine, Small?3
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX190762	Primary Tissue|Thymus|N/A|None	Oth@ Thymus?0
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX186682	NHDF-Ad	Epd@ NHDF?1
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX181189	A549|A549 cells|lung carcinoma	Lng@ A549?1
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX134731	Primary Tissue|Esophagus|N/A|None	Dig@ Esophagus?3
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX134730	Primary Tissue|Aorta|N/A|None	CDV@ Aorta?3
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX1046555	n/a|thymocytes|thymocytes	n/a|thymocytes|thymocytes
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX1002705	IOE4|ovarian epithelial cell line|ovarian epithelial cells	IOE4|ovarian epithelial cell line|ovarian epithelial cells
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX040380	Primary Tissue|Fetal Brain|UW|None	Neu@ Fetal brain?0
1	6	http://www.ncbi.nlm.nih.gov/sra?term=SRX019709	hES-I3|Cell Line|embrionic stem cell|none|undifferentiated	PSC@ hESC I3?0
1	6	http://www.ncbi.nlm.nih.gov/sra?term=ERX181464	SAOS	Bon@ Saos-2?1
1	6	http://www.ncbi.nlm.nih.gov/sra?term=ERX016230	ZR-75-1|breast|epithelial	Brs@ ZR-75-1?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX984246	MCF10A|mammary gland/breast|epithelial|ectoderm	MCF10A|mammary gland/breast|epithelial|ectoderm
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX958200	HEK293T|HEK293T_ILIRN_c9 cell line	HEK293T|HEK293T_ILIRN_c9 cell line
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX958186	HEK293T|HEK293T_HBG112_c9VP64 cell line	HEK293T|HEK293T_HBG112_c9VP64 cell line
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX958181	HEK293T_HBG112_cas9 cell line	HEK293T_HBG112_cas9 cell line
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX863785	SW480|Human colorectal cancer cell line	Dig@ SW 480?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX814235	Retinal pigment cells|Sciencell #6540	Oth@ HRPEpiC?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX764646	GM19147|Lymphoblastoid Cell Line	GM19147|Lymphoblastoid Cell Line
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX738356	HEK 293T|HEK 293T cells	Kid@ 293?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX707374	whole cell|SF7761 cell line	Neu@ SF7761?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX707369	whole cell|neural stem cell (NSC)	Neu@ Neural Stem Cells?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX702550	human control NPCs|iPSC (GM8330-8)-derived NPC	PSC@ iPS derived neural cells?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX699736	HCASMC Lonza 0000200212|coronary artery smooth muscle	HCASMC Lonza 0000200212|coronary artery smooth muscle
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX693101	Fucci human embryonic stem cell|AzH-G2/M	Fucci human embryonic stem cell|AzH-G2/M
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX693100	Fucci human embryonic stem cell|AzL-S phase	Fucci human embryonic stem cell|AzL-S phase
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX693099	Fucci human embryonic stem cell|KO2-Late G1	Fucci human embryonic stem cell|KO2-Late G1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX693098	Fucci human embryonic stem cell|DN-Early G1	Fucci human embryonic stem cell|DN-Early G1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX666560	T47D|T47D breast cancer cells	Brs@ T-47D?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX647711	MDA-MB-468|MDA-MB-468|breast cancer cell line	MDA-MB-468|MDA-MB-468|breast cancer cell line
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX535182	HCT116|HCT116 WT|human colon cancer cells	Dig@ HCT 116?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX535177	HCT116|HCT116 FBXW7 KO|human colon cancer cells	Dig@ HCT 116?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX518677	OCI-LY10|ABC DLBCL|Diffuse large B-cell lymphoma (DLBCL)	Bld@ OCI-LY-10?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX497422	U2932 lymphoma cell line|U2932 human lymphoma cell line	Bld@ U-2932?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX389280	Namalwa B lymphoblasts|Namalwa B lymphoblasts	Namalwa B lymphoblasts|Namalwa B lymphoblasts
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX386205	Human primary adult proerythroblasts (ProEs)|CD34+ HSPC-derived proerythroblasts|bone marrow|adult	Bld@ CD34+?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX382081	hESC derived anterior foregut (AFG)|hESC derived anterior foregut (AFG)	PSC@ hESC derived mesendodermal cells?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX382078	hESC derived definitive endoderm cells|hESC derived definitive endoderm cells	PSC@ hESC derived mesendodermal cells?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX382073	hESC derived anterior primitive streak (APS)|hESC derived anterior primitive streak (APS)	PSC@ hESC derived mesendodermal cells?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX382068	H7-Embryonic stem cell|H7 - Embryonic stem cell	PSC@ hESC H7?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX347278	Primary Tissue|Aorta|N/A|iron deficiency, bipolar	CDV@ Aorta?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX345882	HCT116 colorectal cancer cells DNMT1KO/DNMT3BKO	Dig@ HCT 116?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX342285	Primary Tissue|Liver|N/A|coronary artery disease	Liv@ Liver?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306582	GM19239|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ GM19239?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306581	GM19238|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ GM19238?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306580	GM19204|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ Lymphoblastoid cell lines?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306579	GM19193|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ GM19193?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306578	GM19141|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ Lymphoblastoid cell lines?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306577	GM18522|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ GM18526?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306576	GM18516|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ Lymphoblastoid cell lines?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306575	GM18508|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ Lymphoblastoid cell lines?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306574	GM18507|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ GM18507?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX306573	GM18505|lymphoblastoid cell line|lymphoblastoid cell line	Bld@ GM18526?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX301448	IMR90 cells|IMR90 cells	Lng@ IMR-90?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX294973	primary HUVEC cells	CDV@ HUVEC?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX283758	LNCaP cells|prostate cancer	Prs@ LNCAP?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX271853	Tonsillar Germinal Center B cells|Tonsillar Germinal Center B cells	Bld@ B-Lymphocytes?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX271852	Tonsillar Nave B cells|Tonsillar naive B cells	Tonsillar Nave B cells|Tonsillar naive B cells
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX265429	SUM159PT|breast cancer cells|breast cancer cells	Brs@ SUM 159PT?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX233549	H295R adrenocortical tumor cell line|H295R/TR SF-1 cells	Oth@ NCI-H295R?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX201837	Primary Cell Culture|Keratinocyte|None|NA	Epd@ Keratinocytes?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX201799	Primary Cell Culture|Melanocyte|None|NA	Epd@ Melanocytes?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX201272	T-47D|T-47D|epithelial cell line derived from a mammary ductal carcinoma.	Brs@ T-47D?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199905	HCM|HCM|cardiac myocytes|mesoderm	CDV@ HCM?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199904	NHDF-neo|NHDF-neo|neonatal dermal fibroblasts|mesoderm	Epd@ NHDF?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199899	HFF-Myc|HFF-Myc|foreskin fibroblast cells expressing canine cMyc|fibroblast	Epd@ HFF?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199895	RPTEC|RPTEC|renal proximal tubule epithelial cells	Kid@ RPTEC?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199881	BE2_C|BE2_C|neuroblastoma, BE-C is a clone of the SK-N-BE neuroblastoma cell line (see ATCC CRL-2271) that was established in November of 1972 from a bone marrow biopsy taken from a 2-year-old individual with disseminated neuroblastoma after repeated courses of chemotherapy and radiotherapy.|ectoderm	Neu@ BE(2)-C?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199872	HFF|HFF|foreskin fibroblast	Epd@ HFF?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199869	NHLF|NHLF|lung fibroblasts|endoderm	Lng@ NHLF?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199858	HVMF|HVMF|villous mesenchymal fibroblast cells	Plc@ HVMF?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX196110	SGBS cell line undergoing differentiation for 10 days|adipocyte	Adp@ SGBS?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX193388	T47D-MTVL|T47D-MTVL breast cancer cell line	Brs@ T-47D?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX190097	SAEC|SAEC|small airway epithelial cells|endoderm	Lng@ SAEC?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX190051	Jurkat|Jurkat|T lymphoblastoid derived from an acute T cell leukemia, The Jurkat cell line was established from the peripheral blood of a 14 year old boy by Schneider et al., and was originally designated JM. - ATCC. (PMID: 68013)|mesoderm	Bld@ Jurkat?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX189970	AG04449|AG04449|fetal buttock/thigh fibroblast	Epd@ AG04449?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX183916	CD4+CD25-CD45 RA+ naive conventional T cells|CD4+CD25-CD45 RA+ naive conventional T cells	Bld@ CD4-Positive T-Lymphocytes?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX183913	CD56+ Natural Killer cells|CD56+ Natural Killer cells	Bld@ CD56+?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX183912	CD19+ B cells|CD19+ B cells	Bld@ B-cell (CD19+)?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX176873	MCF-7|GATA3_Veh|breast cancer cells	Brs@ MCF-7?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX176872	MCF-7|GATA3_estrogen|breast cancer cells	Brs@ MCF-7?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX173205	VCaP|VCaP|Prostate epithelial cells derived from vertebral bone metastasis from patient with hormone refractory cancer.	Prs@ VCaP?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX155764	HME cells|Immortalized mammary epithelial cells	Brs@ HMEC?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX135564	Primary Cell Culture|Fibroblast|None|NA	Oth@ Fibroblasts?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX130607	OCI-LY1|Human DLBCL cel line	Bld@ OCI-LY1?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX113181	TEX|TEX cells	Bld@ TEX?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX1048949	endometrial stromal cells|primary cells	endometrial stromal cells|primary cells
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX103006	A549|epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male. - ATCC, newly promoted to tier 2: not in 2011 analysis|endoderm	Lng@ A549?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX100543	SK-N-SH_RA|neuroblastoma cell line, treatment: differentiated with retinoic acid, (Biedler, et al. Morphology and Growth, Tumorigenicity, and Cytogenetics of Human Neuroblastoma Cells in Continuous Culture. Cancer Research 33, 2643-2652, November 1973.)	Neu@ SK-N-SH?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX1002699	IOE11|ovarian epithelial cell line|ovarian epithelial cells	IOE11|ovarian epithelial cell line|ovarian epithelial cells
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX099874	FB8470|Normal child fibroblasts|Normal child fibroblasts	Oth@ FB8470?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX097103	U937|Input ChIP-Seq U937 BIO	Bld@ U-937?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX095379	PBMC|PBMC|Peripheral blood mononuclear cells|mesoderm	Bld@ PBMC?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX091832	T-47D|T-47D breast cancer cell line|Breast	Brs@ T-47D?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX088888	Primary Cell|CD25+ CD127- Treg|presumed normal|CD4+ T cell	Bld@ CD4-Positive T-Lymphocytes?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX082165	Lymphoblastoid cell-line|GM12878|lymphoblastoid cell-line derived from NA12878	Bld@ GM12878?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080442	SAEC|SAEC|Small Airway Epithelial Cells	Lng@ SAEC?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080441	HRE|HRE|Human Renal Epithelial cells (normal)|mesoderm	Kid@ HRE?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080440	GM12865|GM12865|B-Lymphocyte, Lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, Treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM12865?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080439	HCPEpiC|HCPEpiC|Human Choroid Plexus Epithelial Cells	Neu@ HCPEpiC?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080436	HPF|HPF|Human Pulmonary Fibroblasts isolated from lung tissue	Lng@ HPF?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080431	WERI-Rb-1|WERI-Rb-1|retinoblastoma (PMID: 844036)	Oth@ WERI-Rb-1?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080426	HMF|HMF|human mammary fibroblasts	Brs@ HMF?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080414	HPAF|HPAF|Human Pulmonary Artery Fibroblasts	CDV@ HPAF?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080409	HBMEC|HBMEC|Human Brain Microvascular Endothelial Cells	CDV@ HBMEC?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080394	GM06990|GM06990|Lymphoblastoid, International HapMap Project, CEPH/Utah, Treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM06990?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080389	HEEpiC|HEEpiC|Human Esophageal Epithelial Cells|endoderm	Dig@ HEEpiC?4
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX080363	SK-N-SH_RA|SK-N-SH_RA|neuroblastoma cell line, treatment: differentiated with retinoic acid. (Biedler, et al. Morphology and Growth, Tumorigenicity, and Cytogenetics of Human Neuroblastoma Cells in Continuous Culture. Cancer Research 33, 2643-2652, November 1973.)|ectoderm	Neu@ SK-N-SH?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX063913	SKNO-1 (leukemic)|hematopoietic cell|leukemic	Bld@ SKNO-1?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX028646	HeLa-S3|cervical carcinoma	Utr@ HeLa?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX027404	Fully differentiated|Adipocytes|Mesenchymal stem cells-derived adipocytes	Adp@ Adipocytes?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX026652	AML pz229 (leukemic)|hematopoietic cell|leukemic	Bld@ Leukemia, Myeloid?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX026647	AML pz186 (leukemic)|hematopoietic cell|leukemic	Bld@ Leukemia, Myeloid?3
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX019745	Primary Cell|CD34 Cultured Cells|none|CD34+	Bld@ CD34+?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX019733	hiPS-18c|Cell Line|induced pluripotent cells|none|undifferentiated	PSC@ iPS cells?0
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX016705	MCF-7 cells	Brs@ MCF-7?1
5	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX003846	Embyonic stem cells	PSC@ Embryonic Stem Cells?3
2	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX210718	HEK293T	Kid@ 293?1
2	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX199889	HAc|HAc|astrocytes-cerebellar|ectoderm	Neu@ HAc?4
2	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX186684	NHEK	Epd@ NHEK?4
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX958207	HEK293T|HEK293T_ILIRN_Tale cell line	HEK293T|HEK293T_ILIRN_Tale cell line
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX958187	HEK293T|HEK293T_HBG112_Tale cell line	HEK293T|HEK293T_HBG112_Tale cell line
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX755638	HeLa|HeLa cells|epithelial	HeLa|HeLa cells|epithelial
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX690221	HeLa cell line|cell line	HeLa cell line|cell line
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX620445	LP1|Peripheral blood	Bld@ LP-1?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX620440	HBL1|Peripheral blood	Bld@ HBL-1?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX581581	Macrophages(BC9)|Macrophages(BC9)	Macrophages(BC9)|Macrophages(BC9)
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX534886	HCT116|HCT116|colon	HCT116|HCT116|colon
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX528835	Hela|CCL-2	Utr@ HeLa?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX319491	p50p50	Unc@ Unclassified
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX266859	HUES64|hES HUES64	PSC@ hESC HUES64?0
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX190760	Primary Tissue|Lung|N/A|None	Lng@ Lung?3
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX186662	Osteobl	Bon@ Osteobl?4
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX113172	HL-60|HL-60 cells	Bld@ HL-60?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX105258	HCT116|HCT116	Dig@ HCT 116?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX037935	CD34	Bld@ CD34+?0
1	5	http://www.ncbi.nlm.nih.gov/sra?term=SRX003879	HEK 293T	Kid@ 293?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=ERX311379	LY2|epithelial cell	Brs@ LY2?0
1	5	http://www.ncbi.nlm.nih.gov/sra?term=ERX280625	LNCaP|prostate	Prs@ LNCAP?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=ERX206137	81.3|lymphoblastoid	Bld@ 81.3?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=ERX069445	MCF7|breast|epithelial	Brs@ MCF-7?1
1	5	http://www.ncbi.nlm.nih.gov/sra?term=ERX008580	T74-D|breast cancer	Brs@ T-47D?1
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX974301	HEK293A|D83V MEF2B-V5 cells	HEK293A|D83V MEF2B-V5 cells
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX958195	HEK293T|HEK293T_HBG112_TVP64 cell line	HEK293T|HEK293T_HBG112_TVP64 cell line
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX814798	HEK293T|Human embryonic kidney cell line	Kid@ 293?1
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX750677	ZR751|Human Breast Cancer Cells|Luminal	Brs@ ZR-75-1?1
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX750676	MDAMB436|Human Breast Cancer Cells|Basal-Like Carcinoma	Brs@ MDA-MB-436?1
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX750675	SKBR3|Human Breast Cancer Cells|HER2+	Brs@ SK-BR-3?1
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX750674	WI38|Human Embryonic Lung Fibroblasts|Normal Cells	Lng@ WI-38?1
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX750673	HMEC|Human Mammary Epithelial Cells|Normal Cells	Brs@ HMEC?1
4	4	http://www.ncbi.nlm.nih.gov/sra?term=SRX749797	CD14++ CD16- monocytes from patient 2|septic disease	Bld@ Monocytes-CD14+?4
