NoCell	NoD@ NA
GIST48|GIST48 Cells|GIST cell line	Dig@ GIST-48
Vertebral Cancer of Prostate (VCaP)|VCaP_SUMO2/3_R1881|bone metastasis of prostate cancer	Prs@ VCaP
Vertebral Cancer of Prostate (VCaP)|VCaP_SUMO2/3_EtOH|bone metastasis of prostate cancer	Prs@ VCaP
CyT49|Hepatic endoderm|gut tube derived hepatic endoderm	PSC@ hESC derived mesendodermal cells
CyT49|Definitive Endoderm|hESC derived definitive endoderm	PSC@ hESC derived mesendodermal cells
Hematopoietic progenitor cells|CD34+ cells	Bld@ CD34 Hematopoietic stem cells
MCF-7|ChIP-seq_Input_siFOXA1_E2+TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_ER_siCTRL_E2+TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_Input_siCTRL_E2+TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_FoxA1_E2+TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_FoxA1_TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_FoxA1_E2|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_FoxA1_Vehicle|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_p65_E2+TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_p65_TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_p65_E2|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_p65_Vehicle|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_ER_E2+TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_ER_TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_ER_E2|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_ER_Vehicle|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_Input_E2+TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_Input_TNF|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_Input_E2|ER Positive Breast Cancer Cells	Brs@ MCF-7
MCF-7|ChIP-seq_Input_Vehicle|ER Positive Breast Cancer Cells	Brs@ MCF-7
low-MYCN-Neuroblastoma patient cells|Neuroblastoma patient cells	Neu@ Neuroblastoma
Small Cell Lung Carcinoma|NCI-H82	Lng@ NCI-H82
Small Cell Lung Carcinoma|NCI-H69	Lng@ NCI-H69
Small Cell Lung Carcinoma|GLC16	Lng@ GLC16
GBM1B|DNA from glioblastoma stem cells|glioblastoma stem cell line	Neu@ GBM1-HAM
GBM1A|DNA from glioblastoma stem cells|glioblastoma stem cell line	Neu@ GBM1-HAM
tonsil B cell (nave)|tonsil	Bld@ B-Lymphocytes
tonsil B cell (GC)|tonsil	Bld@ B-Lymphocytes
Ewing sarcoma cell line A673|A673 after 48 hrs shFLI1	Myo@ A-673
Ewing sarcoma cell line A673|A673 after 48 hrs shGFP	Myo@ A-673
Ewing sarcoma cell line SKMNC|SKMNC after 48 hrs shFLI1	Bon@ SKMNC
Ewing sarcoma cell line SKMNC|SKMNC after 48 hrs shGFP	Bon@ SKMNC
HEK 293T|dCas9-noED +VEGFA TS3 gRNA|kidney	Kid@ 293
CD4+ T cells|Primary CD4+ T cells	Bld@ CD4-Positive T-Lymphocytes
SKMEL5|melanoma cell line|melanoma cell line	Epd@ SK-MEL-5
Diffuse Large B-Cell Lymphoma|TOLEDO	Bld@ Toledo
Diffuse Large B-Cell Lymphoma|LY4	Bld@ OCI-LY4
Diffuse Large B-Cell Lymphoma|LY3	Bld@ OCI-LY-3
Diffuse Large B-Cell Lymphoma|HBL1	Bld@ HBL-1
Diffuse Large B-Cell Lymphoma|DHL6	Bld@ SU-DHL-6
liver|Alcoholic steatohepatitsis (ASH)	Liv@ Liver
adipocyte_RNAPII ChIP-seq TNF|SGBS adipocyte D10	Adp@ Adipocytes
adipocyte_RNAPII ChIP-seq Vehicle|SGBS adipocyte D10	Adp@ Adipocytes
SW480|SW480R|Epithelial tumor cells isolated from human colorectal adenocarcinoma	Dig@ SW 480
embryonic stem cells, ZNF486 ChIP	PSC@ Embryonic Stem Cells
embryonic stem cells, H3K4me3 ChIP	PSC@ Embryonic Stem Cells
HUVEC cells (ATCC, CRL1730)|HUVEC Cells	CDV@ HUVEC
HCT116|DKO1 RNA polymerase II ChIP-seq|human colorectal cancer cell line	Dig@ HCT 116
HCT116|DKO1 H3K4me3 ChIP-seq|human colorectal cancer cell line	Dig@ HCT 116
HCT116|DKO1 H3K27ac ChIP-seq|human colorectal cancer cell line	Dig@ HCT 116
immortalized primary fetal human epididymis cells|SV-40 transformed primary human fetal epididymis cells	Gon@ Epididymis
Hematopoietic Stem &amp; Progenitor Cells|CD133+ expanded UCB	Bld@ Hematopoietic Stem Cells
SF8628|Pediatric, K27M mutated DIPG cells treated with DMSO for 72h, H3K27me3 ChIP|pons	Neu@ SF8628
SF8628|Pediatric, K27M mutated DIPG cells treated with DMSO for 24h, H3K27me3 ChIP|pons	Neu@ SF8628
SF8628|Pediatric, K27M mutated DIPG cells treated with DMSO for 24h, input|pons	Neu@ SF8628
SF8628|Pediatric, K27M mutated DIPG cells treated with GSKJ4 for 72h, H3K27me3 ChIP|pons	Neu@ SF8628
SF8628|Pediatric, K27M mutated DIPG cells treated with GSKJ4 for 24h, H3K27me3 ChIP|pons	Neu@ SF8628
Human primary fetal liver proerythroblasts (ProEs), EZH2 ChIP|CD34+ HSPC-derived proerythroblasts|fetal liver	Bld@ Erythroblasts
Human primary fetal liver proerythroblasts (ProEs), EZH1 ChIP|CD34+ HSPC-derived proerythroblasts|fetal liver	Bld@ Erythroblasts
PANC1|PANC1 Pancreatic cancer cell line	Pan@ PANC-1
GM19147|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
GM19114|Lymphoblastoid cell lines	Bld@ Lymphoblastoid cell lines
hESCs differentiated into pancreatic lineage|hESCs differentiated into pancreatic lineage	PSC@ hESC derived mesendodermal cells
NTERA2 pluripotent stem cell line|NTERA2	PSC@ NTERA-2
LNCaP|Pol II ChIP-seq (TBBz)|Prostate Carcinoma Cells	Prs@ LNCAP
HEK293T|HEK293T_egfa-t1 sgRNA	Kid@ 293
HCT116|HCT116 colon cancer cell line	Dig@ HCT 116
MCF-7|MCF-7, untreated, ChIP input|mammary adenocarcinoma cell line	Brs@ MCF-7
MCF-7|MCF-7, untreated, PSF ChIP|mammary adenocarcinoma cell line	Brs@ MCF-7
CS1AN|CSB_N20|Transformed Skin fibroblasts	Epd@ CS1AN
CS1AN|CSB_GFP|Transformed Skin fibroblasts	Epd@ CS1AN
CS1AN|CSB_input|Transformed Skin fibroblasts	Epd@ CS1AN
CS1AN|CS1AN_N20|Transformed Skin fibroblasts	Epd@ CS1AN
CS1AN|CS1AN_GFP|Transformed Skin fibroblasts	Epd@ CS1AN
CS1AN|CS1AN_input|Transformed Skin fibroblasts	Epd@ CS1AN
NCHA2|NCHA2|HIV-1 latency T cell line	Bld@ NCHA
NCHA1|NCHA1|HIV-1 latency T cell line	Bld@ NCHA
ACH2|ACH2|HIV-1 latency T cell line	Bld@ ACH-2
A3.01|A3.01|CD4+ T cell line	Bld@ CD4-Positive T-Lymphocytes
Akata|Akata BL cell line_with_acyclovir|B lymphocytes	Bld@ Akata
Akata|Akata BL cell line|B lymphocytes	Bld@ Akata
H1-embryonic stem cells (p69)|H1-embryonic stem cells	PSC@ hESC H1
C-FA-iPSC#1|Induced pluripotent stem cells from human fibroblasts from patients with FA disease	PSC@ iPS cells
FA-iPSC#8|Induced pluripotent stem cells from human fibroblasts from patients with FA disease	PSC@ iPS cells
FA-iPSC#5|Induced pluripotent stem cells from human fibroblasts from patients with FA disease	PSC@ iPS cells
C-FA-iPSC#2|Induced pluripotent stem cells from human fibroblasts from patients with FA disease	PSC@ iPS cells
human Neural Stem Cells|human Neural Stem Cells (hNSCs)	Neu@ Neural Stem Cells
CUTLL1|ChIP-SEQ_JMJD3 CUTLL1|human T cell leukemia cells	Bld@ CUTLL1
CUTLL1|ChIP-SEQ_Input CUTLL1|human T cell leukemia cells	Bld@ CUTLL1
CUTLL1|ChIP-SEQ_H3K27me3_CUTLL1_GSKJ4|human T cell leukemia cells	Bld@ CUTLL1
CUTLL1|ChIP-SEQ_H3K27me3_CUTLL1_shRENILLA|human T cell leukemia cells	Bld@ CUTLL1
CUTLL1|ChIP-SEQ_H3K27me3_CUTLL1_shJMJD3|human T cell leukemia cells	Bld@ CUTLL1
Human dermal fibroblast|OCT3/4, SOX2-overexpressed Human dermal fibroblast	Epd@ Dermal fibroblast
NT2|human embryonic carcinoma cells|human embryonic carcinoma cells	PSC@ NT2-D1
Vertebral Cancer of Prostate (VCaP)|VCaP_FOXA1_R1881|bone metastasis of prostate cancer	Prs@ VCaP
Vertebral Cancer of Prostate (VCaP)|VCaP_FOXA1_EtOH|bone metastasis of prostate cancer	Prs@ VCaP
Vertebral Cancer of Prostate (VCaP)|VCaP_PIAS1_R1881|bone metastasis of prostate cancer	Prs@ VCaP
Vertebral Cancer of Prostate (VCaP)|VCaP_PIAS1_EtOH|bone metastasis of prostate cancer	Prs@ VCaP
Vertebral Cancer of Prostate (VCaP)|VCaP_AR_R1881|bone metastasis of prostate cancer	Prs@ VCaP
HeLa|HeLa cells|C-terminal FLAG-tagged H3.3 stably expressing HeLa	Utr@ HeLa
fetal livers cells|fetal liver derived erythroid cells|Fetal (50100-day gestation)	Liv@ Liver
twin 2_euploid_fetal primary fibroblasts_DNaseI|Fetal primary fibroblasts|Euploid	Oth@ Fibroblasts
twin 1_T21_fetal primary fibroblasts_DNaseI|Fetal primary fibroblasts|Trisomy 21	Oth@ Fibroblasts
keratinocytes_overexpressing SNAI2_differentiation medium_SNAI2-ChIPseq|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_overexpressing SNAI2_growth medium_SNAI2-ChIPseq|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_overexpressing LACZ_growth medium_SNAI2-ChIPseq|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_SNAI2 knockdown_growth medium_SNAI2-ChIPseq|Human keratinocytes	Epd@ Keratinocytes
keratinocytes_control shRNA_growth medium_SNAI2-ChIPseq|Human keratinocytes	Epd@ Keratinocytes
RD|RD human cell line	Myo@ RD
CAL-1 plasmacytoid dendritic cells|plasmacytoid dendritic cell	Bld@ CAL1
Skin fibroblast cells|Primary Dermal Fibroblast|skin, unspecified	Epd@ Dermal fibroblast
hASC_anti_EBF1|Adipose stromal cell (ASC) adipocyte	Adp@ Adipose stromal cell
hASC_Control_IgG|Adipose stromal cell (ASC) adipocyte	Adp@ Adipose stromal cell
IMR90|IMR90_input|human primary lung fibroblasts	Lng@ IMR-90
IMR90|IMR90_macroH2A1 ChIP|human primary lung fibroblasts	Lng@ IMR-90
CyT49|Hepatic endoderm|hESC derived hepatic endoderm	PSC@ hESC derived mesendodermal cells
IIDP/donor 790|Islet|Cadaveric Islet	Pan@ Pancreatic islets
Lonza CC-2511|normal dermal fibroblasts|normal dermal fibroblasts	Epd@ Dermal fibroblast
SW480|SW480|Colon cancer	Dig@ SW 480
Colo741|Colon Carcinoma|Colon Carcinoma	Dig@ COLO 741
TB40-E HCMV strain infected CD34+ cells|Human hematopoietic stem cells CD34+ freshly purified|5 days of HCMV infection	Bld@ CD34 Hematopoietic stem cells
THP-1|THP-1 cells polarized towards M1-macrophages using LPS	Bld@ Macrophages
HMLE_Twist3D_H3K4me3|human mammary epithelial cells	Brs@ HMLE
HMLE_Twist3D_H3K27me3|human mammary epithelial cells	Brs@ HMLE
HMLE_Parental_H3K27me3|human mammary epithelial cells	Brs@ HMLE
Prostate cancer cell line LNCaP|LNCaP	Prs@ LNCAP
MCF7|MCF7_WT_input|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_WT_BAF155_ChIP|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_mut_input|breast cancer cells	Brs@ MCF-7
MCF7|MCF7_mut_BAF155_ChIP|breast cancer cells	Brs@ MCF-7
U937|U937 cells containing empty expression vector, grown for 48 hours before harvest|Established cell culture from histiocytic lymphoma|histiocytic lymphoma	Bld@ U-937
HS578T|breast cancer cells|triple negative breast cancer cells	Brs@ Hs 578T
MDA-MB-231|breast cancer cells|triple negative breast cancer cells	Brs@ MDA-MB-231
human aortic endothelial cells|human aortic endothelial cells	CDV@ HAoEC
Lymphoblast Cell Lines|EBV-infected B Lymphocytes	Bld@ B-Lymphocytes
ChIP-Seq Analysis of NF-kB p65 in KB Cells	Utr@ KB
ChIP-Seq Analysis of H3K9me3 in KB Cells	Utr@ KB
ChIP-Seq Analysis of H3K9Ac in KB Cells	Utr@ KB
ChIP-Seq Analysis of RNA Pol II in KB Cells	Utr@ KB
ChIP-Seq Analysis of CDK6 in KB Cells	Utr@ KB
pancreatic islets, H3K36me3 ChIP|pancreatic islets	Pan@ Pancreatic islets
pancreatic islets, H3K27ac ChIP|pancreatic islets	Pan@ Pancreatic islets
Human tracheal epithelial cells|epithelia|trachea|adult	Lng@ Tracheal epithelial cells
HeLa S3|HeLa S3_FOXM1 ChIP|epithelial	Utr@ HeLa
Endometrial stromal cells|Primary endometrial stromal cells	Utr@ Endometrial stromal cells
Human tumour tissue|NT2079	Oth@ Tumour tissues
Human tumour tissue|NT2229	Oth@ Tumour tissues
Human tumour tissue|Met_T4	Oth@ Tumour tissues
Human tumour tissue|Met_T3	Oth@ Tumour tissues
Human tumour tissue|Met_T1	Oth@ Tumour tissues
Human tumour tissue|BT81583	Oth@ Tumour tissues
Human tumour tissue|NT2171	Oth@ Tumour tissues
Human tumour tissue|NT2138	Oth@ Tumour tissues
Human tumour tissue|NT2289	Oth@ Tumour tissues
Human tumour tissue|NT2360	Oth@ Tumour tissues
Human tumour tissue|NT2433	Oth@ Tumour tissues
Human tumour tissue|CX627219_T4	Oth@ Tumour tissues
Human tumour tissue|BT82590	Oth@ Tumour tissues
Human tumour tissue|BT82597	Oth@ Tumour tissues
Diffuse Large B-Cell Lymphoma|primary normal tonsil	Bld@ Lymphoma, B-Cell
Diffuse Large B-Cell Lymphoma|primary normal lymph node	Bld@ Lymphoma, B-Cell
GM12878|lymphoblastoid cells	Bld@ GM12878
AC16|Pol II_ChIP-seq_TNF|cardiomyocytes	CDV@ AC16
AC16|Pol II_ChIP-seq_Vehicle|cardiomyocytes	CDV@ AC16
T47D|T47D cells|breast cancer cell line	Brs@ T-47D
U-2932|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ U-2932
SU-DHL6|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ SU-DHL-6
SU-DHL4|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ SU-DHL-4
SU-DHL2|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ SU-DHL-2
SU-DHL10|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ SU-DHL-10
OCI-Ly7|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ OCI-LY-7
OCI-Ly3|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ OCI-LY-3
OCI-Ly19|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ OCI-LY-19
OCI-Ly10|B cells|diffuse large B cell lymphoma (DLBCL)	Bld@ OCI-LY-10
5-aza-2-deoxycytidine-treated K562 erythroleukemia cells	Bld@ K-562
human myotube|myotube	Myo@ Myotube
HEK293T17 cell culture	Kid@ 293
IB4 LCL|Lymphoblastoid Cell Lines (IB4 LCL)	Bld@ IB4
H295R/TR SF-1 cells|input DNA|adrenocortical tumor	Oth@ NCI-H295R
IMR90|IMR90, Nup98 ChIP|lung fibroblasts	Lng@ IMR-90
C57BL/6|human epidermal keratinocytes|human epidermal keratinocytes	Epd@ Keratinocytes
C57BL/6|human dermal fibroblasts|human dermal fibroblasts	Epd@ Dermal fibroblast
K562|K562_TALE-3XFlag_ChIP|erythrocytic leukaemia cells	Bld@ K-562
Bone marrow|Cell line|Chronic myelogenous leukemia (CML)	Bld@ K-562
Primary cells	Unc@ Unclassified
C4-12/Flag.ER|Genomic DNA	Brs@ MCF-7
C4-12/Flag.ER|ChIP'ed DNA	Brs@ MCF-7
HEK293|Human Embryonic Kidney cells	Kid@ 293
PaTu8988S|PaTu8988S|pancreatic ductal adenocarcinoma	Pan@ PA-TU-8988S
CD4+CD25highCD127low/- Treg cells|CD4+CD25highCD127low/- Treg|expanded human FOXP3-losing Treg cells|Peripheral blood mononuclear cells (PBMC)	Bld@ CD4-Positive T-Lymphocytes
CD4+CD25highCD127low/- Treg cells|CD4+CD25highCD127low/- Treg|expanded human FOXP3+ Treg cells|Peripheral blood mononuclear cells (PBMC)	Bld@ CD4-Positive T-Lymphocytes
lymphoblastoid cells|IR treated lymphoblastoid cells	Bld@ Lymphoblastoid cells
lymphoblastoid cells|nutlin-3 treated lymphoblastoid cells	Bld@ Lymphoblastoid cells
IMR90|Senescent H3K27me3 ChIP|senescent cells	Lng@ IMR-90
IMR90|Senescent Histone 3 ChIP|senescent cells	Lng@ IMR-90
IMR90|Proliferating Histone 3 ChIP|proliferating cells	Lng@ IMR-90
in vitro derived endoderm|HUES64 derived day 5 endoderm	PSC@ hESC derived mesendodermal cells
MDA-MB-231|breast cancer cells|breast cancer cells	Brs@ MDA-MB-231
T-47D|breast cancer cells|breast cancer cells	Brs@ T-47D
--|Patient AML cells|Patient AML cells	Bld@ Leukemia, Myeloid
U2OS_A477T|Human osteosarcoma cell line	Bon@ U2OS
U2OS_GRalpha|Human osteosarcoma cell line	Bon@ U2OS
DAOY|DAOY cells|medulloblastoma cell line	Neu@ Daoy
SNU216|SNU216|gastric cancer cell	Dig@ SNU-216
HeLa cells transfected with INO80 siRNA|HeLa-S3 cells	Utr@ HeLa
Prostate cancer patient b	Prs@ Prostate cancer
Prostate cancer patient a	Prs@ Prostate cancer
Prostate cancer patient d	Prs@ Prostate cancer
Prostate cancer patient c	Prs@ Prostate cancer
Prostate cancer patient b|non-malignant adjacent tissues	Prs@ Prostate cancer
Prostate cancer patient a|non-malignant adjacent tissues	Prs@ Prostate cancer
H1|H1 embryonic stem cells|Embryonic stem cells	PSC@ hESC H1
IMR90|IMR90 fibroblasts|Primary lung fibroblasts	Lng@ IMR-90
EBV-Transformed peripheral blood B lymphocytes|EBV-Transformed B lymphocytes|whole blood	Bld@ B-Lymphocytes
eCenH3 HeLa S3|eCenH3 ChIP|Cervical cancer	Utr@ HeLa
eCenH3 HeLa S3|eCenH3 MNase input|Cervical cancer	Utr@ HeLa
HeLa S3|WT CenH3 ChIP|Cervical cancer	Utr@ HeLa
HeLa S3|WT MNase input|Cervical cancer	Utr@ HeLa
SKOV-3 cells|SKOV-3 cells|ovarian carcinoma cell line	Gon@ SK-OV-3
WI38|ras_SUMO1_ChIPSeq|primary fibroblasts	Lng@ WI-38
WI38|prolif_SUMO1_ChIPSeq|primary fibroblasts	Lng@ WI-38
Acute lymphoblastic leukemia cells with MLL/AF4 translocation|SEM	Bld@ SEM
Th2|Th2|primary Th2 T cells|mesoderm	Bld@ Th2 Cells
Th17|Th17|T helper cells expressing IL-17, primary pheresis of single normal subject|mesoderm	Bld@ Th17 Cells
CD4+_Naive_Wb11970640|CD4+_Naive_Wb11970640|CD4+ naive sorted cells, donor is Caucasian, male 26 year old, primary pheresis of single normal subject|mesoderm	Bld@ CD4+
NHBE_RA|NHBE_RA|bronchial epithelial cells with retinoic acid	CDV@ NHBE
GM04503|GM04503|adult twin pair fibroblasts, monozygotic twin of GM04504	Epd@ GM04503
GM04504|GM04504|adult twin pair fibroblasts, monozygotic twin of GM04503, 13% of the cells examined show random chromosome loss	Epd@ GM04504
bone_marrow_MSC|bone_marrow_MSC|These cells are primary fibroblastoid cells obtained from human bone marrow of normal donors as described in Roecklein and Torok-Storb, 1995 Blood 85:997-1005.	Oth@ Mesenchymal stem cells
Th1_Wb54553204|Th1_Wb54553204|Th1 cells in vivo isolation, donor is Caucasian, male 33 year old, primary pheresis of single normal subject|mesoderm	Bld@ Th1 Cells
Th1_Wb33676984|Th1_Wb33676984|Th1 cells in vivo isolation|mesoderm	Bld@ Th1 Cells
HMVEC-dAd|HMVEC-dAd|adult dermal microvascular endothelial cells.	CDV@ HMVEC
Treg_Wb78495824|Treg_Wb78495824|T regulatory cells in vivo isolation|mesoderm	Bld@ T-Lymphocytes, Regulatory
PrEC|PrEC|prostate epithelial cell line|epithelial	Prs@ PrEC
Th2_Wb54553204|Th2_Wb54553204|Th2 cells in vivo isolation, donor is Caucasian, male 33 year old, primary pheresis of single normal subject|mesoderm	Bld@ Th2 Cells
HGADFN167|patient forearm skin biopsy, lamin ChIP|fibroblasts|forearm skin biopsy	Epd@ Forearm skin
HGFDFN168|normal forearm skin biopsy, lamin ChIP|fibroblasts|forearm skin biopsy	Epd@ Forearm skin
HGADFN167|patient forearm skin biopsy, H3K27me3 ChIP|fibroblasts|forearm skin biopsy	Epd@ Forearm skin
HGFDFN168|normal forearm skin biopsy, H3K27me3 ChIP|fibroblasts|forearm skin biopsy	Epd@ Forearm skin
MDA-MB-231|MDA-MB-231 breast cancer cells|breast cancer cells	Brs@ MDA-MB-231
SK-N-MC|neuroepithelioma cell line derived from a metastatic supra-orbital human brain tumor, SK-N-MC was isolated in September of l971 and was found to have moderate dopamine - beta - hydroxylase activity as well as formaldehyde induced fluorescence indicative of intracellular catecholamines. - ATCC. (Biedler, et al. Morphology and Growth, Tumorigenicity, and Cytogenetics of Human Neuroblastoma Cells in Continuous Culture. Cancer Research 33, 2643-2652, November 1973.)|ectoderm	Neu@ SK-N-MC
WERI-Rb-1|WERI-Rb-1|retinoblastoma (PMID: 844036)|ectoderm	Oth@ WERI-Rb-1
HBMEC|HBMEC|brain microvascular endothelial cells|mesoderm	CDV@ HBMEC
GM12875|GM12875|B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed|mesoderm	Bld@ GM12875
HL-60|HL-60|promyelocytic leukemia cells, (PMID: 276884)|mesoderm	Bld@ HL-60
GM12866|GM12866|B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed.|mesoderm	Bld@ GM12866
AG09319|AG09319|gum tissue fibroblasts from apparently heathly 24 year old	Oth@ AG09319
AG09309|AG09309|adult toe fibroblast from apparently healthy 21 year old, 7% of the cells examined showing random chromosome loss/gain -Coriell	Epd@ AG09309
Urothelia|Urothelia|primary ureter cell culture of urothelial cells derived from a 12 year-old girl and immortalized by transfection with a temperature-sensitive SV-40 large T antigen gene	Oth@ Urothelia
ECC-1|ECC-1|epithelial cell line derived from an endometrium adenocarcinoma, fetal membranes were collected from women who underwent planned cesarean delivery at term, before labor and without rupture of membranes|endoderm	Utr@ ECC-1
Ishikawa|Ishikawa|endometrial adenocarcinoma	Utr@ Ishikawa
GM13976|GM13976|lymphoblastoid cell line, clinically normal; monozygotic twin sister with Cornelia De Lange syndrome is GM13977|mesoderm	Bld@ GM13976
GM10266|GM10266|lymphoblastoid cell line, De Lange phenotype; developmental delay; profound retardation; seizures; 3 cousins are also affected; 46,XY,-22,+der (22)t(3;22)(q25.3;p12)|mesoderm	Bld@ GM10266
GM10248|GM10248|lymphoblastoid cell line, Clinically normal; 4 paternal cousins have Cornelia de Lange syndrome; 46,XY, t(3;22)(q25.3;p12)|mesoderm	Bld@ GM10248
GM20000|GM20000|lymphoblastoid cell line, De Lange phenotype; developmental delay; profound retardation|mesoderm	Bld@ GM20000
Heart_OC|Heart_OC|Primary frozen heart tissue from NICHD donor IDs 1104 (Rep B1 DNase), 602 (Rep B2 DNase), 1442 (Rep B3 DNase), 1863 (Rep B1 FAIRE), 4548 (Rep B2 FAIRE)	CDV@ Heart
GM13977|GM13977|lymphoblastoid cell line, Clinically affected; microcephaly; low frontal hairline; synophris; penciled arched eyebrows; short nose; crescent shaped mouth; hirsutism; micromelia; short thumbs; mental retardation; clinically normal monozygotic twin sister is GM13976|mesoderm	Bld@ GM13977
WI-38|WI-38 cell culture|WI-38 primary human lung fibroblasts	Lng@ WI-38
U2OS|U2OS_KD_SIRT3|human osteosarcoma cells	Bon@ U2OS
MDA-MB-231|MDA-MB-231 breast adenocarcinoma cells, thiostrepton, FOXM1 ChIP|ER-negative breast adenocarcinoma cells	Brs@ MDA-MB-231
MDA-MB-231|MDA-MB-231 breast adenocarcinoma cells, control, FOXM1 ChIP|ER-negative breast adenocarcinoma cells	Brs@ MDA-MB-231
Germinal center B cells|Germinal center B cells	Bld@ B-Lymphocytes
MCF-7|siGATA_ER_estrogen|breast cancer cells	Brs@ MCF-7
BCBL1|BCBL1 pleural effusion lymphoma, IgG ChIP|KSHV-infected pleural effusion lymphoma cells	Bld@ BCBL1
FLP143HA|derived from HEK293, human embryonic kidney cells	Kid@ 293
HeLa S3|immortalized cervical cancer derived cell line	Utr@ HeLa
RPMI-8402|T-ALL cell line, TAL1 ChIP|T-cell acute lymphoblastic leukemia (T-ALL) cells	Bld@ RPMI 8402
